,date,ticker,inventory,deferredLongTermLiab,dividendsPaid,operatingIncome,otherCurrentAssets,netTangibleAssets,otherLiab,issuanceOfStock,grossProfit,netIncomeApplicableToCommonShares,totalCurrentLiabilities,commonStock,totalCurrentAssets,incomeBeforeTax,incomeTaxExpense,totalOtherIncomeExpenseNet,interestExpense,repurchaseOfStock,netReceivables,longTermDebt,changeToNetincome,changeInCash,capitalExpenditures,effectOfAccountingCharges,otherItems,otherCashflowsFromInvestingActivities,depreciation,changeToAccountReceivables,extraordinaryItems,otherCurrentLiab,totalStockholderEquity,intangibleAssets,effectOfExchangeRate,sellingGeneralAdministrative,cash,totalCashflowsFromInvestingActivities,totalCashFromFinancingActivities,netIncomeFromContinuingOps,treasuryStock,deferredLongTermAssetCharges,shortLongTermDebt,totalLiab,costOfRevenue,nonRecurring,otherStockholderEquity,totalCashFromOperatingActivities,otherAssets,totalOperatingExpenses,discontinuedOperations,propertyPlantEquipment,otherCashflowsFromFinancingActivities,netIncome,goodWill,capitalSurplus,otherOperatingExpenses,minorityInterest,ebit,investments,longTermInvestments,shortTermInvestments,retainedEarnings,changeToLiabilities,changeToInventory,changeToOperatingActivities,totalAssets,accountsPayable,netBorrowings,researchDevelopment,totalRevenue,company_name,sector,specific
3,"02 February, 2018",DELL,2678000000.0,,,-2392000000.0,4365000000.0,-56955000000.0,16871000000.0,132000000.0,20561000000.0,-2849000000.0,45839000000.0,19889000000.0,40328000000.0,-4769000000.0,-1843000000.0,-2377000000.0,-2406000000.0,-1108000000.0,12221000000.0,42529000000.0,-1093000000.0,4546000000.0,-1367000000.0,,,30000000.0,8552000000.0,-1590000000.0,,16684000000.0,11719000000.0,28754000000.0,175000000.0,18569000000.0,13942000000.0,-2875000000.0,403000000.0,-2926000000.0,-1310000000.0,,4546000000.0,106708000000.0,58479000000.0,,130000000.0,6843000000.0,1903000000.0,81432000000.0,,5390000000.0,-778000000.0,-2849000000.0,39920000000.0,,,5766000000.0,-2392000000.0,-511000000.0,4174000000.0,2187000000.0,-6860000000.0,6527000000.0,-325000000.0,-2461000000.0,124193000000.0,18334000000.0,2157000000.0,4384000000,79040000000.0,Dell Technologies Inc.,Technology,Computer Hardware
0,"31 December, 2021",DHR,2767000000.0,,-742000000.0,8168000000.0,,-22128000000.0,6810000000.0,86000000.0,18056000000.0,6269000000.0,8140000000.0,9000000.0,11648000000.0,7598000000.0,1251000000.0,-570000000.0,-238000000.0,,4631000000.0,22168000000.0,415000000.0,-3449000000.0,-1294000000.0,,,37000000.0,2168000000.0,-611000000.0,,3692000000.0,41899000000.0,22843000000.0,-115000000.0,8146000000.0,2586000000.0,-12987000000.0,1295000000.0,6347000000.0,-1027000000.0,1233000000.0,8000000.0,38007000000.0,11397000000.0,,-1027000000.0,8358000000.0,2658000000.0,21285000000.0,86000000.0,4831000000.0,-112000000.0,6433000000.0,41184000000.0,10090000000.0,,10000000.0,8168000000.0,-808000000.0,20000000.0,,32827000000.0,320000000.0,-502000000.0,135000000.0,83184000000.0,2569000000.0,2063000000.0,1742000000,29453000000.0,Danaher Corporation,Healthcare,Diagnostics & Research
1,"31 December, 2020",DHR,2292000000.0,,-615000000.0,4837000000.0,6000000.0,-20204000000.0,7004000000.0,1882000000.0,13043000000.0,3510000000.0,7402000000.0,9000000.0,13802000000.0,4495000000.0,849000000.0,-342000000.0,-275000000.0,,4810000000.0,21193000000.0,208000000.0,-13877000000.0,-791000000.0,,,24000000.0,1775000000.0,-264000000.0,,3491000000.0,36498000000.0,21282000000.0,148000000.0,6858000000.0,6035000000.0,-21239000000.0,1006000000.0,3646000000.0,-368000000.0,1338000000.0,11000000.0,36384000000.0,9241000000.0,,-368000000.0,6208000000.0,1426000000.0,17447000000.0,86000000.0,4204000000.0,-29000000.0,3646000000.0,35420000000.0,9698000000.0,,11000000.0,4837000000.0,-329000000.0,27000000.0,,27159000000.0,745000000.0,-123000000.0,221000000.0,76161000000.0,2049000000.0,-1900000000.0,1348000000,22284000000.0,Danaher Corporation,Healthcare,Diagnostics & Research
2,"31 December, 2019",DHR,1628000000.0,,-527000000.0,3281000000.0,26000000.0,-3792000000.0,4712000000.0,1573000000.0,9984000000.0,2940000000.0,4932000000.0,8000000.0,25596000000.0,3305000000.0,873000000.0,24000000.0,-108000000.0,,3464000000.0,21517000000.0,-115000000.0,19124000000.0,-636000000.0,,,-43000000.0,1189000000.0,-157000000.0,,1850000000.0,28671000000.0,9750000000.0,45000000.0,5577000000.0,19912000000.0,-1238000000.0,16365000000.0,2432000000.0,-3068000000.0,,212000000.0,31800000000.0,7927000000.0,,-3068000000.0,3952000000.0,923000000.0,14630000000.0,576000000.0,3066000000.0,369000000.0,3008000000.0,22713000000.0,7565000000.0,,11000000.0,3281000000.0,-241000000.0,34000000.0,,24166000000.0,-397000000.0,-22000000.0,446000000.0,62082000000.0,1515000000.0,13350000000.0,1126000000,17911000000.0,Danaher Corporation,Healthcare,Diagnostics & Research
3,"31 December, 2018",DHR,1631400000.0,,-433000000.0,3090000000.0,786800000.0,-4648900000.0,5075800000.0,96000000.0,9505000000.0,2651000000.0,4841500000.0,8200000.0,7093800000.0,2962000000.0,556000000.0,-128000000.0,-137000000.0,,3111800000.0,9688500000.0,271000000.0,158000000.0,-584000000.0,,,-74000000.0,1178000000.0,-55000000.0,,2209900000.0,28214400000.0,10282800000.0,-118000000.0,5356000000.0,787800000.0,-2949000000.0,-797000000.0,2406000000.0,-2791100000.0,,51800000.0,19605800000.0,7544000000.0,,-2791100000.0,4022000000.0,5587500000.0,13959000000.0,245000000.0,2249600000.0,-18000000.0,2651000000.0,22580500000.0,5834300000.0,,12300000.0,3090000000.0,-124000000.0,38300000.0,,25163000000.0,-23000000.0,-134000000.0,134000000.0,47832500000.0,1495400000.0,-442000000.0,1059000000,17049000000.0,Danaher Corporation,Healthcare,Diagnostics & Research
0,"31 December, 2020",DUK,3167000000.0,12421000000.0,-2812000000.0,5554000000.0,2085000000.0,26404000000.0,39934000000.0,2745000000.0,11596000000.0,1269000000.0,16305000000.0,1000000.0,8682000000.0,839000000.0,-236000000.0,-4715000000.0,-2162000000.0,,3153000000.0,54909000000.0,2524000000.0,-17000000.0,-9907000000.0,,,-398000000.0,5486000000.0,-56000000.0,,3210000000.0,46002000000.0,295000000.0,,,259000000.0,-10604000000.0,1731000000.0,1075000000.0,-237000000.0,,4109000000.0,113204000000.0,11857000000.0,,-237000000.0,8856000000.0,25735000000.0,17899000000.0,7000000.0,106854000000.0,293000000.0,1377000000.0,19303000000.0,43767000000.0,1337000000,1220000000.0,5554000000.0,-299000000.0,1519000000.0,,2471000000.0,-21000000.0,66000000.0,-637000000.0,162388000000.0,3144000000.0,1505000000.0,,23453000000.0,Duke Energy Corporation,Utilities,Utilities—Regulated Electric
1,"31 December, 2019",DUK,3232000000.0,13222000000.0,-2668000000.0,5721000000.0,2554000000.0,25308000000.0,39718000000.0,384000000.0,11576000000.0,3687000000.0,14752000000.0,1000000.0,9163000000.0,4097000000.0,519000000.0,-1624000000.0,-2204000000.0,,3060000000.0,54135000000.0,211000000.0,-18000000.0,-11122000000.0,,,-517000000.0,5176000000.0,78000000.0,,2741000000.0,44860000000.0,249000000.0,,,311000000.0,-11957000000.0,3730000000.0,3578000000.0,-130000000.0,,3022000000.0,110887000000.0,13082000000.0,,-130000000.0,8209000000.0,25416000000.0,18937000000.0,-7000000.0,102339000000.0,817000000.0,3748000000.0,19303000000.0,40881000000.0,1307000000,1129000000.0,5721000000.0,-318000000.0,2368000000.0,,4108000000.0,-164000000.0,-122000000.0,-494000000.0,158838000000.0,3487000000.0,3235000000.0,,24658000000.0,Duke Energy Corporation,Utilities,Utilities—Regulated Electric
2,"31 December, 2018",DUK,3084000000.0,13617000000.0,-2471000000.0,5362000000.0,2325000000.0,24268000000.0,35394000000.0,1838000000.0,10717000000.0,2661000000.0,15041000000.0,1000000.0,9714000000.0,3073000000.0,448000000.0,-2289000000.0,-2094000000.0,,3863000000.0,50352000000.0,1030000000.0,86000000.0,-9389000000.0,,,-377000000.0,4696000000.0,-345000000.0,,3378000000.0,43817000000.0,246000000.0,,,442000000.0,-10060000000.0,2960000000.0,2625000000.0,-92000000.0,,3236000000.0,101558000000.0,13399000000.0,,-92000000.0,7186000000.0,24170000000.0,18754000000.0,19000000.0,90181000000.0,29000000.0,2666000000.0,19303000000.0,40795000000.0,1281000000,17000000.0,5362000000.0,-294000000.0,1778000000.0,,3113000000.0,479000000.0,156000000.0,-1519000000.0,145392000000.0,3487000000.0,3564000000.0,,24116000000.0,Duke Energy Corporation,Utilities,Utilities—Regulated Electric
3,"31 December, 2017",DUK,3250000000.0,12442000000.0,-2450000000.0,5938000000.0,1740000000.0,22113000000.0,34660000000.0,1838000000.0,10703000000.0,3053000000.0,12482000000.0,1000000.0,8453000000.0,4266000000.0,1196000000.0,-1672000000.0,-1986000000.0,,3104000000.0,49035000000.0,749000000.0,-36000000.0,-8052000000.0,,,-284000000.0,4046000000.0,-83000000.0,,2691000000.0,41739000000.0,230000000.0,,241000000.0,358000000.0,-8442000000.0,1782000000.0,3070000000.0,-67000000.0,,3244000000.0,96177000000.0,12486000000.0,,-67000000.0,6624000000.0,23458000000.0,17251000000.0,-6000000.0,84824000000.0,1000000.0,3059000000.0,19396000000.0,38792000000.0,1238000000,-2000000.0,5938000000.0,-106000000.0,1553000000.0,,3013000000.0,-204000000.0,268000000.0,-1360000000.0,137914000000.0,3043000000.0,4231000000.0,,23189000000.0,Duke Energy Corporation,Utilities,Utilities—Regulated Electric
0,"31 December, 2020",ECL,1285200000.0,,-560800000.0,1684100000.0,30500000.0,-2817400000.0,2022500000.0,241500000.0,4932600000.0,-1205100000.0,2932200000.0,362600000.0,5117400000.0,1161400000.0,176600000.0,-522700000.0,-221000000.0,-146200000.0,2442400000.0,6662200000.0,2461800000.0,1073800000.0,-489000000.0,,,440000000.0,812700000.0,155600000.0,,651800000.0,6166500000.0,2977000000.0,-30100000.0,3248500000.0,1260200000.0,-414500000.0,-341800000.0,984800000.0,-8674100000.0,163200000.0,1800000.0,11924500000.0,6857600000.0,,-1994400000.0,1860200000.0,476000000.0,10106100000.0,-2172500000.0,3548700000.0,-19600000.0,-1205100000.0,6006900000.0,6235000000.0,,35000000.0,1684100000.0,,,,8243000000.0,55900000.0,-179500000.0,-241200000.0,18126000000.0,1160600000.0,143300000.0,,11790200000.0,Ecolab Inc.,Basic Materials,Specialty Chemicals
1,"31 December, 2019",ECL,1081600000.0,,-552900000.0,2087700000.0,1037200000.0,188700000.0,2193600000.0,186800000.0,5554700000.0,1558900000.0,3630600000.0,359600000.0,4828400000.0,1731500000.0,288600000.0,-356200000.0,-214200000.0,-353700000.0,2489000000.0,5970100000.0,204000000.0,-107600000.0,-731300000.0,,,-90700000.0,775300000.0,-173100000.0,,1011800000.0,8685300000.0,2927500000.0,20400000.0,3467000000.0,118800000.0,-1199100000.0,-1349600000.0,1442900000.0,-7575100000.0,136200000.0,300900000.0,12143300000.0,7007300000.0,,-2089700000.0,2420700000.0,3849100000.0,10474300000.0,133300000.0,3695000000.0,22800000.0,1558900000.0,5569100000.0,5907100000.0,,40500000.0,2087700000.0,,,,9993700000.0,22900000.0,22300000.0,10400000.0,20869100000.0,1075300000.0,-652600000.0,,12562000000.0,Ecolab Inc.,Basic Materials,Specialty Chemicals
2,"31 December, 2018",ECL,1546400000.0,,-494800000.0,1924300000.0,77800000.0,-2872500000.0,2033700000.0,114500000.0,5351600000.0,1429100000.0,3685600000.0,357000000.0,4677700000.0,1587100000.0,321200000.0,-337200000.0,-235200000.0,-562400000.0,2806700000.0,6295400000.0,343200000.0,82600000.0,-778700000.0,,,-58700000.0,730400000.0,-132500000.0,,654000000.0,8003200000.0,3797700000.0,7600000.0,3427300000.0,114700000.0,-1030000000.0,-1172700000.0,1265900000.0,-6896500000.0,105100000.0,401400000.0,12020900000.0,6870500000.0,,-1761700000.0,2277700000.0,685100000.0,10297800000.0,178800000.0,3836000000.0,-20200000.0,1429100000.0,7078000000.0,5633200000.0,,50400000.0,1924300000.0,,,,8909500000.0,99800000.0,-100500000.0,-91800000.0,20074500000.0,1255600000.0,-209800000.0,,12222100000.0,Ecolab Inc.,Basic Materials,Specialty Chemicals
3,"31 December, 2017",ECL,1446500000.0,,-448700000.0,2057700000.0,82300000.0,-3601100000.0,2076200000.0,83800000.0,5815700000.0,1504600000.0,3475200000.0,354700000.0,4594300000.0,1762400000.0,243800000.0,-295300000.0,-252700000.0,-600300000.0,2700600000.0,6758300000.0,-349100000.0,-169000000.0,-868600000.0,,,1300000.0,893300000.0,-91500000.0,,736500000.0,7583600000.0,4017600000.0,-10600000.0,3758000000.0,211400000.0,-1727000000.0,-522700000.0,1518600000.0,-6218400000.0,105400000.0,549700000.0,12309700000.0,8020200000.0,,-1643400000.0,2091300000.0,477400000.0,11778200000.0,178800000.0,3707100000.0,-24200000.0,1504600000.0,7167100000.0,5435700000.0,,70200000.0,2057700000.0,,,,8011600000.0,121100000.0,-85500000.0,98400000.0,19963500000.0,1177100000.0,466700000.0,,13835900000.0,Ecolab Inc.,Basic Materials,Specialty Chemicals
0,"31 December, 2020",ED,356000000.0,6477000000.0,-975000000.0,2465000000.0,661000000.0,16941000000.0,15246000000.0,700000000.0,7163000000.0,1101000000.0,7354000000.0,36000000.0,5301000000.0,1234000000.0,90000000.0,-1231000000.0,-1033000000.0,,2741000000.0,20464000000.0,574000000.0,219000000.0,-3936000000.0,,,-288000000.0,1920000000.0,-543000000.0,,1136000000.0,18847000000.0,1460000000.0,,203000000.0,1272000000.0,-4224000000.0,2245000000.0,1144000000.0,-1175000000.0,,1991000000.0,43830000000.0,5083000000.0,,-137000000.0,2198000000.0,6942000000.0,9781000000.0,,47395000000.0,-65000000.0,1101000000.0,446000000.0,8808000000.0,2575000000,218000000.0,2465000000.0,,1351000000.0,,11178000000.0,170000000.0,-4000000.0,-1088000000.0,62895000000.0,1475000000.0,2585000000.0,,12246000000.0,"Consolidated Edison, Inc.",Utilities,Utilities—Regulated Electric
1,"31 December, 2019",ED,352000000.0,4992000000.0,-924000000.0,2595000000.0,564000000.0,16019000000.0,14209000000.0,890000000.0,6766000000.0,1343000000.0,6287000000.0,35000000.0,4272000000.0,1736000000.0,296000000.0,-859000000.0,-1004000000.0,,2115000000.0,18561000000.0,267000000.0,211000000.0,-3701000000.0,,,-273000000.0,1684000000.0,23000000.0,,1011000000.0,18022000000.0,1557000000.0,,81000000.0,981000000.0,-3782000000.0,859000000.0,1440000000.0,-1167000000.0,,1453000000.0,39866000000.0,5808000000.0,,-129000000.0,3134000000.0,5389000000.0,9979000000.0,,44747000000.0,-55000000.0,1343000000.0,446000000.0,8054000000.0,2406000000,191000000.0,2595000000.0,,1668000000.0,,11100000000.0,10000000.0,6000000.0,-238000000.0,58079000000.0,1164000000.0,948000000.0,,12574000000.0,"Consolidated Edison, Inc.",Utilities,Utilities—Regulated Electric
2,"31 December, 2018",ED,358000000.0,4447000000.0,-842000000.0,2363000000.0,309000000.0,14632000000.0,13373000000.0,772000000.0,6237000000.0,1382000000.0,6207000000.0,34000000.0,3864000000.0,1783000000.0,401000000.0,-580000000.0,-829000000.0,,2115000000.0,17501000000.0,289000000.0,162000000.0,-3764000000.0,,,-224000000.0,1438000000.0,-140000000.0,,939000000.0,16726000000.0,1654000000.0,,170000000.0,895000000.0,-5471000000.0,2938000000.0,1382000000.0,-1153000000.0,,650000000.0,37081000000.0,6100000000.0,,-115000000.0,2695000000.0,4773000000.0,9974000000.0,,41749000000.0,-73000000.0,1382000000.0,440000000.0,7117000000.0,2266000000,113000000.0,2363000000.0,,1440000000.0,,10728000000.0,-46000000.0,-20000000.0,-186000000.0,53920000000.0,1187000000.0,3081000000.0,,12337000000.0,"Consolidated Edison, Inc.",Utilities,Utilities—Regulated Electric
3,"31 December, 2017",ED,334000000.0,4414000000.0,-803000000.0,2610000000.0,291000000.0,14859000000.0,13053000000.0,394000000.0,6269000000.0,1525000000.0,4902000000.0,34000000.0,3537000000.0,1997000000.0,472000000.0,-613000000.0,-737000000.0,,1937000000.0,14731000000.0,237000000.0,14000000.0,-3533000000.0,,,-211000000.0,1341000000.0,9000000.0,,958000000.0,15418000000.0,131000000.0,,163000000.0,797000000.0,-3710000000.0,357000000.0,1525000000.0,-1149000000.0,,1298000000.0,32686000000.0,5764000000.0,,-111000000.0,3367000000.0,4744000000.0,9423000000.0,,37600000000.0,-20000000.0,1525000000.0,428000000.0,6298000000.0,2155000000,7000000.0,2610000000.0,,1671000000.0,,10235000000.0,95000000.0,5000000.0,96000000.0,48111000000.0,1286000000.0,786000000.0,,12033000000.0,"Consolidated Edison, Inc.",Utilities,Utilities—Regulated Electric
0,"31 December, 2020",EIX,405000000.0,7120000000.0,-928000000.0,2882000000.0,1861000000.0,14048000000.0,22641000000.0,912000000.0,7112000000.0,739000000.0,10277000000.0,5962000000.0,5061000000.0,434000000.0,-305000000.0,-2448000000.0,-1034000000.0,,2427000000.0,19632000000.0,-454000000.0,19000000.0,-5484000000.0,,,223000000.0,1811000000.0,-283000000.0,,4655000000.0,14048000000.0,,,1975000000.0,87000000.0,-4971000000.0,3727000000.0,739000000.0,-69000000.0,,1029000000.0,53423000000.0,6466000000.0,,-69000000.0,1263000000.0,15462000000.0,10696000000.0,,48796000000.0,-380000000.0,739000000.0,,,288000000,1901000000.0,2882000000.0,,53000000.0,,8155000000.0,87000000.0,-43000000.0,-925000000.0,69372000000.0,1980000000.0,4123000000.0,,13578000000.0,Edison International,Utilities,Utilities—Regulated Electric
1,"31 December, 2019",EIX,364000000.0,6088000000.0,-810000000.0,2439000000.0,1520000000.0,13303000000.0,24886000000.0,2391000000.0,6741000000.0,1284000000.0,5523000000.0,4990000000.0,3560000000.0,1006000000.0,-278000000.0,-1433000000.0,-962000000.0,,1394000000.0,17864000000.0,-2462000000.0,-82000000.0,-4877000000.0,,,188000000.0,1613000000.0,-76000000.0,,2662000000.0,13303000000.0,,,2184000000.0,68000000.0,-4678000000.0,4903000000.0,1284000000.0,-69000000.0,,479000000.0,48886000000.0,5606000000.0,,-69000000.0,-307000000.0,15909000000.0,9908000000.0,,44849000000.0,-124000000.0,1284000000.0,,,388000000,2193000000.0,2439000000.0,,64000000.0,,8382000000.0,288000000.0,-83000000.0,-1149000000.0,64382000000.0,1752000000.0,3446000000.0,,12347000000.0,Edison International,Utilities,Utilities—Regulated Electric
2,"31 December, 2018",EIX,282000000.0,5380000000.0,-788000000.0,2267000000.0,1382000000.0,10459000000.0,24036000000.0,2391000000.0,4454000000.0,-423000000.0,5395000000.0,2545000000.0,3359000000.0,-1210000000.0,-739000000.0,-3477000000.0,-855000000.0,,1403000000.0,14632000000.0,-554000000.0,-980000000.0,-4509000000.0,,,267000000.0,1742000000.0,-39000000.0,,3085000000.0,10459000000.0,,,-79000000.0,144000000.0,-4239000000.0,82000000.0,-471000000.0,-50000000.0,,79000000.0,44063000000.0,8203000000.0,,-50000000.0,3177000000.0,12075000000.0,10390000000.0,34000000.0,41218000000.0,-165000000.0,-423000000.0,,,395000000,2193000000.0,2267000000.0,,63000000.0,,7964000000.0,-31000000.0,-49000000.0,2301000000.0,56715000000.0,1511000000.0,1035000000.0,,12657000000.0,Edison International,Utilities,Utilities—Regulated Electric
3,"31 December, 2017",EIX,242000000.0,4929000000.0,-707000000.0,2231000000.0,1010000000.0,11671000000.0,19985000000.0,215000000.0,4603000000.0,565000000.0,7068000000.0,2526000000.0,3729000000.0,825000000.0,281000000.0,-1406000000.0,-763000000.0,,1153000000.0,11642000000.0,1089000000.0,1018000000.0,-3844000000.0,,,258000000.0,1882000000.0,6000000.0,,2691000000.0,11671000000.0,,,-37000000.0,1091000000.0,-3586000000.0,1007000000.0,544000000.0,-43000000.0,,481000000.0,38695000000.0,7717000000.0,,-43000000.0,3597000000.0,9854000000.0,10089000000.0,34000000.0,38924000000.0,-535000000.0,565000000.0,,,368000000,2214000000.0,2231000000.0,,73000000.0,,9188000000.0,50000000.0,-12000000.0,34000000.0,52580000000.0,1503000000.0,2034000000.0,,12320000000.0,Edison International,Utilities,Utilities—Regulated Electric
0,"30 June, 2021",EL,2505000000.0,,-753000000.0,3046000000.0,52000000.0,-654000000.0,2037000000.0,215000000.0,12391000000.0,2870000000.0,5298000000.0,6000000.0,9768000000.0,3331000000.0,456000000.0,285000000.0,-173000000.0,-733000000.0,1702000000.0,5510000000.0,-444000000.0,-64000000.0,-637000000.0,,,-120000000.0,651000000.0,-398000000.0,,747000000.0,6057000000.0,4095000000.0,61000000.0,9345000000.0,4958000000.0,-1864000000.0,-1892000000.0,2875000000.0,-11528000000.0,,14000000.0,15023000000.0,3824000000.0,,-470000000.0,3631000000.0,1022000000.0,13169000000.0,,4470000000.0,-14000000.0,2870000000.0,2616000000.0,5335000000.0,,891000000.0,3046000000.0,-42000000.0,,,12244000000.0,440000000.0,-140000000.0,652000000.0,21971000000.0,1692000000.0,-607000000.0,,16215000000.0,The Estée Lauder Companies Inc.,Consumer Defensive,Household & Personal Products
1,"30 June, 2020",EL,2062000000.0,,-503000000.0,2094000000.0,87000000.0,196000000.0,1448000000.0,180000000.0,10752000000.0,684000000.0,5179000000.0,6000000.0,8892000000.0,1046000000.0,350000000.0,-1048000000.0,-161000000.0,-893000000.0,1194000000.0,4909000000.0,996000000.0,2035000000.0,-623000000.0,,,-23000000.0,611000000.0,625000000.0,,514000000.0,3935000000.0,2338000000.0,-8000000.0,8658000000.0,5022000000.0,-1698000000.0,1461000000.0,696000000.0,-10995000000.0,44000000.0,467000000.0,13819000000.0,3542000000.0,,-665000000.0,2280000000.0,813000000.0,12200000000.0,,4337000000.0,-46000000.0,684000000.0,1401000000.0,4790000000.0,,27000000.0,2094000000.0,-5000000.0,,,10134000000.0,-308000000.0,-3000000.0,-325000000.0,17781000000.0,1177000000.0,2723000000.0,,14294000000.0,The Estée Lauder Companies Inc.,Consumer Defensive,Household & Personal Products
2,"30 June, 2019",EL,2006000000.0,,-609000000.0,2602000000.0,27000000.0,1315000000.0,1244000000.0,192000000.0,11498000000.0,1785000000.0,4605000000.0,6000000.0,7212000000.0,2307000000.0,513000000.0,-295000000.0,-133000000.0,-1555000000.0,1831000000.0,2896000000.0,177000000.0,806000000.0,-744000000.0,,,-23000000.0,557000000.0,-169000000.0,,320000000.0,4386000000.0,1203000000.0,-11000000.0,8896000000.0,2987000000.0,473000000.0,-2173000000.0,1794000000.0,-10007000000.0,295000000.0,542000000.0,8745000000.0,3365000000.0,,-563000000.0,2517000000.0,805000000.0,12261000000.0,,2068000000.0,-29000000.0,1785000000.0,1868000000.0,4403000000.0,,25000000.0,2602000000.0,1215000000.0,,,9984000000.0,319000000.0,-375000000.0,223000000.0,13156000000.0,1490000000.0,-172000000.0,,14863000000.0,The Estée Lauder Companies Inc.,Consumer Defensive,Household & Personal Products
3,"30 June, 2018",EL,1618000000.0,,-546000000.0,2258000000.0,33000000.0,1486000000.0,1186000000.0,182000000.0,10857000000.0,1108000000.0,3310000000.0,6000000.0,6168000000.0,1980000000.0,863000000.0,-278000000.0,-128000000.0,-759000000.0,1487000000.0,3361000000.0,359000000.0,1045000000.0,-629000000.0,,,-23000000.0,531000000.0,-105000000.0,,46000000.0,4688000000.0,1276000000.0,13000000.0,8599000000.0,2181000000.0,-358000000.0,-1172000000.0,1117000000.0,-8330000000.0,120000000.0,39000000.0,7857000000.0,2826000000.0,,-434000000.0,2562000000.0,531000000.0,11425000000.0,,1823000000.0,-39000000.0,1108000000.0,1926000000.0,3972000000.0,,22000000.0,2258000000.0,271000000.0,843000000.0,534000000.0,9040000000.0,349000000.0,-147000000.0,467000000.0,12567000000.0,1182000000.0,-10000000.0,,13683000000.0,The Estée Lauder Companies Inc.,Consumer Defensive,Household & Personal Products
0,"31 December, 2020",ELY,352544000.0,859000.0,-1891000.0,77254000.0,54853000.0,134647000.0,71535000.0,248000.0,657585000.0,-126934000.0,391272000.0,956000.0,912627000.0,-127478000.0,-544000.0,-204732000.0,-47424000.0,-22213000.0,139111000.0,663706000.0,174523000.0,259453000.0,-39262000.0,,,,72238000.0,9950000.0,,63965000.0,675644000.0,484339000.0,-5639000.0,534031000.0,366119000.0,-59212000.0,96066000.0,-126934000.0,-32485000.0,59735000.0,19379000.0,1304956000.0,931875000.0,,-6546000.0,228238000.0,73260000.0,1512206000.0,,342274000.0,-40877000.0,-126934000.0,56658000.0,346945000.0,,,77254000.0,-19999000.0,111442000.0,,360228000.0,-9899000.0,116963000.0,-21113000.0,1980600000.0,66282000.0,160799000.0,46300000,1589460000.0,Callaway Golf Company,Consumer Cyclical,Leisure
1,"31 December, 2019",ELY,456639000.0,1369000.0,-3776000.0,149879000.0,75671000.0,70187000.0,81406000.0,368000.0,777672000.0,79408000.0,523246000.0,956000.0,789350000.0,95769000.0,16540000.0,-54110000.0,-39300000.0,-28073000.0,150374000.0,450289000.0,26081000.0,42685000.0,-54702000.0,,,,65844000.0,-44476000.0,,34654000.0,767353000.0,493423000.0,-715000.0,577214000.0,106666000.0,-535666000.0,492516000.0,79229000.0,-46585000.0,73948000.0,9207000.0,1193195000.0,923391000.0,,-22422000.0,86550000.0,89777000.0,1551184000.0,,294121000.0,-37629000.0,79408000.0,203743000.0,323600000.0,,,149879000.0,-17897000.0,90134000.0,,489382000.0,34908000.0,-33952000.0,-45939000.0,1960548000.0,67843000.0,561626000.0,50579000,1701063000.0,Callaway Golf Company,Consumer Cyclical,Leisure
2,"31 December, 2018",ELY,338057000.0,1349000.0,-3788000.0,132103000.0,50781000.0,444066000.0,8181000.0,1636000.0,578369000.0,104740000.0,303237000.0,956000.0,524906000.0,131272000.0,26018000.0,-831000.0,-5543000.0,-22456000.0,72087000.0,7218000.0,31151000.0,-21693000.0,-36825000.0,,,,19948000.0,-2109000.0,,47987000.0,724574000.0,224692000.0,-380000.0,405514000.0,63981000.0,-38525000.0,-75070000.0,105254000.0,-31422000.0,75079000.0,2411000.0,318636000.0,664465000.0,,-13700000.0,92282000.0,86820000.0,1110731000.0,,88472000.0,-821000.0,104740000.0,55816000.0,341241000.0,,9734000.0,132103000.0,-1743000.0,72238000.0,,413799000.0,22268000.0,-78017000.0,-5781000.0,1052944000.0,42468000.0,-49641000.0,40752000,1242834000.0,Callaway Golf Company,Consumer Cyclical,Leisure
3,"31 December, 2017",ELY,262486000.0,1743000.0,-3773000.0,78837000.0,22557000.0,367444000.0,7960000.0,5362000.0,480448000.0,40806000.0,314374000.0,950000.0,465984000.0,68055000.0,26388000.0,-10782000.0,-4365000.0,-16617000.0,95267000.0,9448000.0,43727000.0,-40301000.0,-26203000.0,,,,17605000.0,51618000.0,,32950000.0,649631000.0,225758000.0,3237000.0,365043000.0,85674000.0,-230593000.0,69356000.0,41667000.0,-10622000.0,91398000.0,2367000.0,331782000.0,568288000.0,,-6166000.0,117699000.0,102264000.0,969899000.0,,70227000.0,-3220000.0,40806000.0,56429000.0,335222000.0,,9744000.0,78837000.0,-21499000.0,70495000.0,,324081000.0,15414000.0,-52010000.0,2694000.0,991157000.0,63204000.0,87604000.0,36568000,1048736000.0,Callaway Golf Company,Consumer Cyclical,Leisure
